tenure,Churn_flag,MonthlyCharges,SeniorCitizen,Contract_OneYear,Contract_TwoYear,InternetService_Fiber,OnlineSecurity_Yes,TechSupport_Yes,PaperlessBilling_Yes,Contract,MonthlyCharges_x_logT,TechSupport_x_logT
30,0,77.9,1,0,0,1,0,0,0,Month-to-month,264.95327603148195,0.0
33,0,90.65,0,0,0,1,1,0,1,Month-to-month,316.95841044693645,0.0
54,0,110.45,1,0,1,1,0,1,1,Two year,440.5832879430241,3.9889840465642745
59,0,68.7,0,1,0,0,1,1,0,One year,280.12682239632295,4.07753744390572
55,0,44.85,1,0,0,0,1,0,1,Month-to-month,179.72889335767633,0.0
69,0,29.8,1,1,0,0,0,0,1,One year,126.17637383699834,0.0
66,0,88.9,0,1,0,1,0,0,1,One year,372.4603065661492,0.0
37,0,58.75,0,1,0,0,1,1,1,One year,212.14142736784817,3.6109179126442243
9,0,19.85,1,1,0,0,0,0,0,One year,43.614907860123964,0.0
69,0,86.9,0,0,1,0,1,1,0,Two year,367.9438552495019,4.23410650459726
10,0,59.65,0,0,0,0,0,0,1,Month-to-month,137.34920079709482,0.0
40,1,55.25,0,0,0,0,1,0,1,Month-to-month,203.81058983979497,0.0
13,0,66.4,0,0,0,0,0,0,0,Month-to-month,170.31263733544606,0.0
6,1,90.1,0,0,0,1,0,0,1,Month-to-month,161.43752817744775,0.0
69,0,20.15,0,0,1,0,0,0,0,Two year,85.31724606763477,0.0
66,0,108.1,1,1,0,1,0,1,1,One year,452.90167761305656,4.189654742026425
11,1,53.75,0,0,0,0,0,0,0,Month-to-month,128.88687091291243,0.0
46,0,56.9,0,1,0,0,1,1,0,One year,217.8496954602295,3.828641396489095
6,1,89.3,0,0,0,1,0,0,0,Month-to-month,160.0041206020653,0.0
56,0,109.6,0,0,0,1,1,1,1,Month-to-month,441.17854530457237,4.02535169073515
70,0,25.15,0,0,1,0,0,0,0,Two year,106.84965533754138,0.0
33,0,79.15,0,1,0,0,0,1,1,One year,276.7485734900719,3.4965075614664802
72,0,66.75,0,0,1,0,1,1,0,Two year,285.4674634443217,4.276666119016055
3,1,95.2,0,0,0,1,0,0,1,Month-to-month,104.58788988120405,0.0
19,0,48.8,0,0,0,0,0,1,0,Month-to-month,143.68862218332228,2.9444389791664403
5,1,45.7,1,0,0,0,0,0,0,Month-to-month,73.55131259823838,0.0
71,0,80.7,0,0,1,0,0,1,1,Two year,343.9982660772342,4.2626798770413155
8,1,74.5,0,0,0,1,1,0,1,Month-to-month,154.91839485514777,0.0
1,0,20.55,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
1,1,79.65,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
61,0,115.1,0,1,0,1,1,1,1,One year,473.1615817663481,4.110873864173311
71,0,59.7,0,0,1,0,1,1,0,Two year,254.48198865936655,4.2626798770413155
68,0,86.45,0,1,0,1,0,0,0,One year,364.77644111247446,0.0
46,0,33.7,0,1,0,0,0,1,0,One year,129.0252150616825,3.828641396489095
33,0,80.1,0,1,0,1,1,0,0,One year,280.07025567346506,0.0
53,0,104.05,0,0,1,1,1,1,1,Two year,413.10887360509827,3.970291913552122
50,0,108.75,1,0,0,1,1,0,0,Month-to-month,425.43250184031086,0.0
57,0,41.1,0,1,0,0,1,1,1,One year,166.16940710800003,4.04305126783455
54,0,20.35,0,0,1,0,0,0,1,Two year,81.17582534758299,0.0
60,0,105.9,1,0,0,1,0,0,1,Month-to-month,433.59108913932045,0.0
28,1,101.3,1,0,0,1,0,1,1,Month-to-month,337.55231688074815,3.332204510175204
1,1,80.05,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
29,1,89.2,0,0,0,1,0,0,1,Month-to-month,300.3627880347935,0.0
10,0,65.5,0,0,0,0,0,1,1,Month-to-month,150.81932359111002,2.302585092994046
43,0,40.45,0,0,0,0,1,0,1,Month-to-month,152.1405446798046,0.0
13,0,70.45,1,0,0,1,0,0,0,Month-to-month,180.70068223316528,0.0
43,0,78.8,0,0,1,0,1,1,1,Two year,296.3825691166527,3.7612001156935624
19,1,83.65,0,0,0,1,0,0,1,Month-to-month,246.30232060727275,0.0
1,0,90.1,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
69,0,82.45,0,0,1,0,1,1,1,Two year,349.1020813040441,4.23410650459726
61,0,20.25,0,0,1,0,0,0,0,Two year,83.24519574950955,0.0
43,0,66.25,0,0,0,0,1,1,0,Month-to-month,249.17950766469852,3.7612001156935624
6,1,19.5,0,0,0,0,0,0,0,Month-to-month,34.93930964994707,0.0
1,1,51.25,0,0,0,0,0,1,0,Month-to-month,0.0,0.0
56,0,89.7,0,0,0,1,0,0,0,Month-to-month,361.07404665894296,0.0
70,0,64.55,0,0,1,0,1,1,0,Two year,274.2403678742861,4.248495242049359
1,1,45.6,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
49,0,93.65,0,1,0,1,0,0,1,One year,364.46897091806017,0.0
6,1,49.65,0,0,0,0,0,1,1,Month-to-month,88.96085764717293,1.791759469228055
32,0,73.6,0,0,1,0,1,1,0,Two year,255.07816244605985,3.4657359027997265
72,0,109.75,1,0,1,1,1,1,1,Two year,469.36410656201207,4.276666119016055
37,0,61.45,0,0,1,0,1,1,0,Two year,221.8909057319876,3.6109179126442243
69,0,106.4,0,1,0,1,1,1,1,One year,450.50893208914846,4.23410650459726
26,0,81.9,0,0,0,0,0,1,0,Month-to-month,266.8381064639594,3.258096538021482
58,0,105.2,0,1,0,1,0,0,1,One year,427.1586047094833,0.0
24,0,54.6,0,1,0,0,0,1,0,One year,173.52173913699784,3.1780538303479458
5,0,20.55,0,1,0,0,0,0,0,One year,33.073949100520764,0.0
15,1,20.0,0,0,0,0,0,0,1,Month-to-month,54.1610040220442,0.0
30,0,19.7,0,0,1,0,0,0,0,Two year,67.00358841874446,0.0
55,0,66.05,0,1,0,0,1,1,1,One year,264.6843568846047,4.007333185232471
25,1,34.0,0,0,0,0,0,0,1,Month-to-month,109.44177804551882,0.0
10,1,92.5,1,0,0,1,0,1,1,Month-to-month,212.98912110194925,2.302585092994046
44,0,54.05,0,0,1,0,1,1,1,Two year,204.535449713282,3.784189633918261
47,0,58.9,0,1,0,0,1,1,1,One year,226.77369374072245,3.8501476017100584
13,1,88.35,0,0,0,1,0,0,0,Month-to-month,226.61327573172676,0.0
49,1,107.95,0,0,1,1,0,1,1,Two year,420.12200118104215,3.8918202981106265
64,0,96.9,0,1,0,1,1,1,1,One year,402.9957707775522,4.1588830833596715
1,0,19.1,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
20,0,50.0,0,0,0,0,0,1,0,Month-to-month,149.78661367769953,2.995732273553991
37,0,45.4,0,0,1,0,1,1,0,Two year,163.93567323404778,3.6109179126442243
30,0,85.45,0,0,0,1,0,0,0,Month-to-month,290.6323162630312,0.0
38,0,84.1,0,1,0,0,1,0,0,One year,305.920996032989,0.0
1,1,74.45,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
37,1,64.75,0,0,0,0,0,0,1,Month-to-month,233.80693484371352,0.0
52,0,66.25,0,0,1,0,1,1,0,Two year,261.76989635601956,3.9512437185814275
71,0,76.9,0,0,1,0,1,1,1,Two year,327.80008254447716,4.2626798770413155
26,1,89.8,0,0,0,1,0,0,0,Month-to-month,292.5770691143291,0.0
66,0,74.6,0,0,1,0,1,0,1,Two year,312.5482437551713,0.0
72,0,116.95,0,0,1,1,1,1,1,Two year,500.15610261892766,4.276666119016055
25,0,40.65,0,1,0,0,1,0,1,One year,130.84730228089234,0.0
69,0,114.35,0,0,1,1,1,1,1,Two year,484.1700788006966,4.23410650459726
53,0,69.7,0,0,1,0,1,0,0,Two year,276.7293463745829,0.0
12,1,95.5,0,1,0,1,0,0,0,One year,237.30858505475405,0.0
26,0,98.65,0,0,0,1,0,1,1,Month-to-month,321.4112234758192,3.258096538021482
21,0,61.65,0,0,0,0,0,0,0,Month-to-month,187.69480828564903,0.0
1,0,89.35,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
48,0,95.4,0,0,0,1,1,1,1,Month-to-month,369.3125764406128,3.871201010907891
26,0,35.4,0,1,0,0,1,0,0,One year,115.33661744596046,0.0
60,0,19.95,0,0,1,0,0,0,0,Two year,81.6821740163309,0.0
18,0,19.25,0,0,0,0,0,0,0,Month-to-month,55.639656339501165,0.0
10,1,29.65,1,0,0,0,0,1,1,Month-to-month,68.27164800727346,2.302585092994046
5,1,84.5,0,0,0,1,1,0,1,Month-to-month,135.99750360068148,0.0
4,0,20.4,0,1,0,0,0,0,1,One year,28.280404966845765,0.0
65,0,24.75,0,0,1,0,0,0,0,Two year,103.31608492991701,0.0
70,0,25.35,0,0,1,0,0,0,0,Two year,107.69935438595127,0.0
18,1,90.7,0,0,0,1,0,0,1,Month-to-month,262.15671844118214,0.0
62,0,20.0,0,0,1,0,0,0,0,Two year,82.54268770090184,0.0
66,0,59.75,0,0,1,0,1,0,1,Two year,250.3318708360789,0.0
65,0,82.5,0,0,1,0,1,1,1,Two year,344.38694976639005,4.174387269895637
3,1,70.3,1,0,0,1,0,0,1,Month-to-month,77.23244389336811,0.0
34,0,20.35,0,0,0,0,0,0,0,Month-to-month,71.7614366759389,0.0
16,0,90.8,0,0,0,1,0,0,1,Month-to-month,251.75105597937213,0.0
54,1,103.95,0,1,0,1,1,0,1,One year,414.65489164035637,0.0
50,0,104.95,1,0,0,1,0,1,1,Month-to-month,410.5668144196839,3.912023005428146
71,0,105.25,0,0,1,1,0,1,1,Two year,448.6470570585985,4.2626798770413155
10,1,74.75,0,0,0,1,0,0,1,Month-to-month,172.11823570130494,0.0
1,1,50.8,0,0,0,0,0,1,1,Month-to-month,0.0,0.0
18,0,23.75,0,1,0,0,0,0,0,One year,68.6463292500339,0.0
4,0,61.3,0,0,0,0,0,1,1,Month-to-month,84.9798443366493,1.3862943611198906
58,0,75.8,0,0,1,0,1,1,0,Two year,307.78158019941856,4.060443010546419
56,0,98.0,0,1,0,1,1,0,1,One year,394.48446569204464,0.0
2,1,80.25,0,0,0,1,0,0,1,Month-to-month,55.62506123993561,0.0
32,1,78.9,0,0,0,1,0,0,1,Month-to-month,273.44656273089845,0.0
56,0,52.0,0,1,0,0,1,1,1,One year,209.31828791822778,4.02535169073515
36,1,84.75,0,0,0,1,0,0,1,Month-to-month,303.7032300341553,0.0
4,0,64.4,0,0,0,0,0,1,1,Month-to-month,89.27735685612096,1.3862943611198906
53,1,85.45,0,0,0,1,0,0,0,Month-to-month,339.26144401302884,0.0
10,0,45.8,0,0,0,0,0,0,1,Month-to-month,105.4583972591273,0.0
4,0,30.5,0,0,0,0,0,1,0,Month-to-month,42.281978014156664,1.3862943611198906
1,1,19.9,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
51,0,69.15,0,0,0,1,0,0,0,Month-to-month,271.8857425028871,0.0
12,1,99.45,1,0,0,1,0,0,1,Month-to-month,247.12396632141665,0.0
6,0,49.25,0,1,0,0,0,1,1,One year,88.24415385948171,1.791759469228055
63,0,39.35,0,0,1,0,0,1,0,Two year,163.0323514835068,4.143134726391533
1,1,70.6,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
48,0,105.1,0,0,0,1,0,1,1,Month-to-month,406.86322624641934,3.871201010907891
5,1,81.0,0,0,0,1,0,0,1,Month-to-month,130.36447090716212,0.0
35,0,20.1,0,1,0,0,0,0,1,One year,71.46249603593722,0.0
6,1,84.85,0,0,0,1,0,0,1,Month-to-month,152.03079096400046,0.0
2,0,19.75,0,0,0,0,0,0,0,Month-to-month,13.68965681605892,0.0
50,0,19.75,0,1,0,0,0,0,0,One year,77.26245435720588,0.0
33,0,70.4,0,0,0,1,0,0,1,Month-to-month,246.15413232724023,0.0
31,0,20.45,0,0,1,0,0,0,0,Two year,70.22503833172124,0.0
9,0,20.35,0,0,1,0,0,0,0,Two year,44.71352014879207,0.0
54,0,86.2,0,0,0,0,0,1,1,Month-to-month,343.85042481384045,3.9889840465642745
46,0,95.65,0,1,0,1,1,0,1,One year,366.20954957418195,0.0
34,0,103.8,0,1,0,1,1,0,1,One year,366.03622245515754,0.0
71,0,97.2,0,0,1,1,1,0,1,Two year,414.3324840484159,0.0
63,0,63.55,0,0,1,0,1,1,0,Two year,263.2962118621819,4.143134726391533
51,0,24.95,0,0,1,0,0,0,0,Two year,98.09904953647192,0.0
26,1,89.15,1,0,0,1,0,0,1,Month-to-month,290.45930636461514,0.0
64,0,99.0,0,0,1,1,1,0,1,Two year,411.7294252526075,0.0
1,1,24.8,1,0,0,0,0,0,1,Month-to-month,0.0,0.0
61,0,85.55,1,1,0,1,0,1,1,One year,351.68525908002675,4.110873864173311
15,0,94.0,0,0,0,1,0,0,1,Month-to-month,254.55671890360776,0.0
64,1,105.65,0,1,0,1,0,1,1,One year,439.38599775694934,4.1588830833596715
18,0,50.3,0,0,0,0,0,0,1,Month-to-month,145.38569942217705,0.0
57,0,95.0,0,1,0,1,0,0,1,One year,384.08987044428227,0.0
14,0,61.4,0,0,1,0,1,0,1,Two year,162.03812003837686,0.0
18,0,80.55,1,0,0,1,0,0,1,Month-to-month,232.81944509853605,0.0
72,0,78.5,1,0,1,1,1,0,0,Two year,335.7182903427603,0.0
70,0,114.3,0,0,1,1,1,1,0,Two year,485.60300616624176,4.248495242049359
38,0,20.05,0,0,1,0,0,0,0,Two year,72.93360250251403,0.0
68,0,62.65,0,0,1,0,1,1,0,Two year,264.3521577292831,4.219507705176107
13,1,80.85,0,0,0,1,0,0,1,Month-to-month,207.37615555076522,0.0
65,0,92.7,1,0,1,1,1,0,1,Two year,386.9656999193255,0.0
30,0,100.45,0,0,0,1,0,0,0,Month-to-month,341.65027698796354,0.0
51,0,75.2,0,0,1,0,0,1,1,Two year,295.6732875808693,3.9318256327243257
31,0,84.75,0,0,0,1,1,0,1,Month-to-month,291.03041558011614,0.0
9,1,89.45,0,0,0,1,0,0,0,Month-to-month,196.54173844272484,0.0
72,0,79.5,0,0,1,0,1,1,1,Two year,339.9949564617764,4.276666119016055
10,1,72.15,0,0,0,0,0,0,1,Month-to-month,166.13151445952042,0.0
37,0,19.8,0,1,0,0,0,0,1,One year,71.49617467035564,0.0
2,1,76.4,0,0,0,0,0,1,0,Month-to-month,52.956444594779825,0.6931471805599453
55,0,100.9,0,1,0,1,1,0,1,One year,404.3399183899564,0.0
33,0,95.3,0,0,0,1,1,0,1,Month-to-month,333.2171706077556,0.0
46,0,90.95,0,1,0,1,0,1,0,One year,348.21493501068323,3.828641396489095
1,0,54.5,0,0,0,0,1,1,0,Month-to-month,0.0,0.0
20,1,61.6,1,0,0,0,0,0,1,Month-to-month,184.53710805092584,0.0
9,1,79.9,0,0,0,1,0,0,1,Month-to-month,175.55824372916396,0.0
32,1,96.15,1,0,0,1,0,0,1,Month-to-month,333.2305070541937,0.0
19,0,49.6,0,0,0,0,0,0,1,Month-to-month,146.04417336665543,0.0
70,1,65.3,0,0,1,0,1,1,0,Two year,277.42673930582316,4.248495242049359
61,0,25.0,0,0,1,0,0,0,1,Two year,102.77184660433278,0.0
26,0,45.45,0,0,0,0,0,0,0,Month-to-month,148.08048765307637,0.0
45,0,107.75,0,0,0,1,0,0,1,Month-to-month,410.16788327275196,0.0
62,0,89.1,0,0,1,1,0,0,1,Two year,367.7276737075176,0.0
1,1,19.65,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
3,0,44.75,0,0,0,0,0,0,0,Month-to-month,49.16289991789791,0.0
41,0,101.6,0,1,0,1,1,0,1,One year,377.29892197715765,0.0
67,0,103.15,0,0,1,1,0,1,0,Two year,433.71404369017813,4.204692619390966
1,1,84.65,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
71,0,95.65,0,1,0,1,1,0,0,One year,407.72533023900183,0.0
37,0,75.1,0,1,0,0,1,0,0,One year,271.17993523958125,0.0
60,0,61.35,0,0,1,0,1,1,1,Two year,251.18803889232586,4.0943445622221
1,1,69.55,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
6,0,19.7,0,0,0,0,0,0,0,Month-to-month,35.29766154379268,0.0
13,1,31.05,0,0,0,0,0,0,1,Month-to-month,79.64167754918071,0.0
11,0,51.0,0,0,0,0,1,0,0,Month-to-month,122.2926589127169,0.0
7,1,51.0,0,0,0,0,1,0,1,Month-to-month,99.24141760182097,0.0
10,0,88.85,0,0,0,1,0,0,1,Month-to-month,204.58468551252096,0.0
34,0,20.05,0,0,1,0,0,0,0,Two year,70.70352851855404,0.0
62,0,65.1,0,0,1,0,1,1,1,Two year,268.67644846643543,4.127134385045092
64,0,70.15,0,1,0,0,0,1,1,One year,291.745648297681,4.1588830833596715
1,1,44.35,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
25,0,20.75,0,0,1,0,0,0,1,Two year,66.79167336601516,0.0
26,0,56.05,0,1,0,0,0,0,1,One year,182.61631095610406,0.0
10,0,19.95,0,1,0,0,0,0,1,One year,45.93657260523121,0.0
53,0,98.6,0,1,0,1,1,0,0,One year,391.4707826762392,0.0
7,1,79.7,0,0,0,1,0,0,1,Month-to-month,155.08903887970848,0.0
33,0,79.0,0,0,0,1,0,0,1,Month-to-month,276.22409735585194,0.0
71,0,89.45,1,0,1,1,0,0,0,Two year,381.29671500134566,0.0
29,0,74.2,0,0,0,1,0,0,1,Month-to-month,249.85335058499638,0.0
24,0,81.0,0,0,0,0,1,1,0,Month-to-month,257.42236025818363,3.1780538303479458
20,0,49.6,0,0,0,0,0,0,1,Month-to-month,148.58832076827795,0.0
1,0,84.6,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
54,1,55.0,0,0,0,0,0,0,1,Month-to-month,219.3941225610351,0.0
5,1,84.85,1,0,0,1,0,0,1,Month-to-month,136.5608068700334,0.0
72,0,84.2,0,0,1,0,1,1,1,Two year,360.09528722115186,4.276666119016055
52,0,106.3,0,0,1,1,1,1,1,Two year,420.01720728520576,3.9512437185814275
9,0,69.05,0,0,0,1,0,0,0,Month-to-month,151.71835706506596,0.0
1,0,45.4,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
1,1,73.65,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
33,1,73.9,0,1,0,0,0,1,1,One year,258.39190879237293,3.4965075614664802
55,1,77.75,0,0,0,1,0,0,1,Month-to-month,311.5701551518246,0.0
69,0,99.35,0,0,1,1,0,1,1,Two year,420.6584812317377,4.23410650459726
1,0,50.75,0,0,0,0,1,0,1,Month-to-month,0.0,0.0
54,0,87.1,0,0,1,0,1,1,0,Two year,347.44051045574827,3.9889840465642745
33,0,20.15,0,1,0,0,0,0,1,One year,70.45462736354958,0.0
45,0,98.7,1,1,0,1,0,1,1,One year,375.71758774033054,3.8066624897703196
11,0,25.2,0,0,0,0,0,0,0,Month-to-month,60.42696087451894,0.0
6,0,55.7,0,0,0,0,1,0,1,Month-to-month,99.80100243600266,0.0
21,0,65.35,0,0,0,0,1,0,0,Month-to-month,198.95954130522568,0.0
65,0,25.3,0,0,1,0,0,0,1,Two year,105.61199792835961,0.0
6,1,84.35,1,0,0,1,0,0,1,Month-to-month,151.13491122938643,0.0
8,1,84.95,0,0,0,1,1,0,0,Month-to-month,176.64855896570205,0.0
11,1,73.85,0,0,0,1,0,1,1,Month-to-month,177.08456589615966,2.3978952727983707
43,0,24.25,0,0,1,0,0,0,0,Two year,91.20910280556889,0.0
49,1,51.8,0,1,0,0,0,0,1,One year,201.59629144213045,0.0
1,1,46.0,1,0,0,0,0,0,0,Month-to-month,0.0,0.0
15,1,79.4,1,0,0,1,0,0,1,Month-to-month,215.01918596751548,0.0
60,0,60.5,0,0,1,0,1,0,0,Two year,247.70784601443708,0.0
17,0,25.1,0,0,0,0,0,0,0,Month-to-month,71.11365493581103,0.0
16,1,71.8,1,0,0,1,0,0,1,Month-to-month,199.07187025681628,0.0
35,0,20.05,0,1,0,0,0,0,0,One year,71.28472863286274,0.0
44,1,88.4,1,1,0,1,0,0,0,One year,334.5223636383743,0.0
12,0,30.25,0,1,0,0,0,1,0,One year,75.16842615608701,2.4849066497880004
1,0,20.2,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
28,0,59.9,0,1,0,0,1,1,1,One year,199.5990501594947,3.332204510175204
70,0,25.15,0,0,1,0,0,0,0,Two year,106.84965533754138,0.0
5,1,46.0,0,0,0,0,0,0,0,Month-to-month,74.03414397196862,0.0
18,0,101.3,0,0,0,1,0,0,0,Month-to-month,292.79465907488145,0.0
70,0,76.95,0,0,1,0,1,1,1,Two year,326.9217088756982,4.248495242049359
9,0,55.3,0,0,0,0,0,0,1,Month-to-month,121.50651912669294,0.0
67,0,92.45,1,0,1,1,1,1,1,Two year,388.7238326626948,4.204692619390966
1,0,48.45,0,0,0,0,1,0,1,Month-to-month,0.0,0.0
18,0,19.35,0,0,1,0,0,0,0,Two year,55.92869351529079,0.0
4,1,51.75,0,0,0,0,0,0,0,Month-to-month,71.74073318795433,0.0
71,0,86.7,1,1,0,1,1,0,1,One year,369.5743453394821,0.0
30,1,94.4,0,0,0,1,1,0,1,Month-to-month,321.0730328289075,0.0
1,0,55.7,0,0,0,0,1,0,0,Month-to-month,0.0,0.0
55,0,84.25,0,1,0,1,1,0,1,One year,337.6178208558357,0.0
59,0,64.65,0,0,0,0,0,1,1,Month-to-month,263.6127957485048,4.07753744390572
1,1,70.15,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
7,0,69.2,0,0,0,1,0,0,1,Month-to-month,134.65698231462767,0.0
45,0,54.65,0,0,1,0,1,1,0,Two year,208.03410506594795,3.8066624897703196
54,0,24.75,0,1,0,0,0,0,1,One year,98.72735515246579,0.0
51,0,23.95,0,1,0,0,0,0,1,One year,94.1672239037476,0.0
72,0,105.0,1,1,0,1,0,0,0,One year,449.0499424966858,0.0
44,0,59.85,0,1,0,0,1,1,1,One year,226.48374959000793,3.784189633918261
2,0,20.05,0,0,0,0,0,0,0,Month-to-month,13.897600970226904,0.0
66,0,92.15,0,1,0,1,0,0,1,One year,386.0766844777351,0.0
68,0,44.8,0,1,0,0,1,0,0,One year,189.0339451918896,0.0
31,0,20.9,0,0,1,0,0,0,0,Two year,71.77033257373955,0.0
21,0,95.4,1,0,0,1,0,0,1,Month-to-month,290.44744055881455,0.0
21,0,80.35,0,0,0,1,1,0,0,Month-to-month,244.62737787107702,0.0
55,0,85.1,0,0,1,0,1,1,1,Two year,341.0240540632833,4.007333185232471
9,1,34.7,0,0,0,0,0,0,1,Month-to-month,76.24369283356683,0.0
71,0,115.05,1,0,1,1,1,1,1,Two year,490.42131985360334,4.2626798770413155
1,1,81.1,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
22,0,19.95,0,1,0,0,0,0,0,One year,61.666296944498406,0.0
1,1,20.55,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
61,1,106.6,0,0,1,1,0,1,1,Two year,438.219153920875,4.110873864173311
67,0,86.15,0,0,1,0,0,1,0,Two year,362.2342691605317,4.204692619390966
14,0,78.85,1,0,0,1,1,0,0,Month-to-month,208.0896704401631,0.0
59,1,106.75,0,0,0,1,1,1,1,Month-to-month,435.2771221369356,4.07753744390572
21,0,86.55,1,0,0,1,0,0,0,Month-to-month,263.50341698496226,0.0
4,0,42.4,0,0,0,0,1,1,0,Month-to-month,58.778880911483355,1.3862943611198906
3,1,89.45,0,0,0,1,0,0,1,Month-to-month,98.27086922136242,0.0
70,0,24.25,0,0,1,0,0,0,0,Two year,103.02600961969696,0.0
3,1,97.9,0,0,0,1,0,1,1,Month-to-month,107.55414306060796,1.0986122886681098
21,0,20.5,1,1,0,0,0,0,0,One year,62.41270997333017,0.0
20,0,19.6,0,0,0,0,0,0,1,Month-to-month,58.716352561658226,0.0
22,0,20.25,0,1,0,0,0,0,0,One year,62.5936096805059,0.0
1,1,55.7,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
63,0,20.6,0,0,1,0,0,0,1,Two year,85.34857536366557,0.0
70,0,19.8,0,0,1,0,0,0,0,Two year,84.12020579257732,0.0
13,1,79.8,0,0,0,1,0,0,1,Month-to-month,204.68295872543064,0.0
5,0,80.2,0,0,0,1,0,0,0,Month-to-month,129.07692057721485,0.0
72,0,116.4,0,0,1,1,1,1,1,Two year,497.80393625346886,4.276666119016055
13,0,31.65,0,0,0,0,0,0,1,Month-to-month,81.18064716365764,0.0
61,0,94.15,0,0,0,1,0,1,0,Month-to-month,387.0387743119173,4.110873864173311
1,0,20.65,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
56,0,76.85,1,0,0,1,0,1,1,Month-to-month,309.3482774329962,4.02535169073515
4,0,20.15,0,0,0,0,0,0,0,Month-to-month,27.93383137656579,0.0
35,0,55.25,0,0,1,0,1,0,0,Two year,196.4329803972901,0.0
18,1,39.05,0,0,0,0,0,0,1,Month-to-month,112.86901714584522,0.0
72,0,82.15,0,0,1,0,0,0,0,Two year,351.32812167716895,0.0
49,0,103.0,1,1,0,1,1,1,0,One year,400.8574907053945,3.8918202981106265
44,0,95.1,0,0,0,1,1,1,1,Month-to-month,359.8764341856266,3.784189633918261
3,1,83.9,1,0,0,1,0,1,1,Month-to-month,92.17357101925441,1.0986122886681098
37,0,95.15,0,0,0,1,0,0,1,Month-to-month,343.57883938809795,0.0
61,0,79.8,0,1,0,0,0,0,1,One year,328.0477343610302,0.0
70,0,74.8,0,0,1,0,1,1,1,Two year,317.7874441052921,4.248495242049359
1,1,69.85,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
41,0,20.45,0,0,0,0,0,0,0,Month-to-month,75.9425487641031,0.0
70,0,78.35,0,1,0,0,1,1,0,One year,332.8696022145673,4.248495242049359
1,1,53.55,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
51,0,19.1,0,1,0,0,0,0,0,One year,75.09786958503463,0.0
42,0,20.0,0,0,1,0,0,0,0,Two year,74.75339236566737,0.0
70,1,93.9,0,0,1,1,1,1,0,Two year,398.93370322843487,4.248495242049359
48,0,19.95,0,1,0,0,0,0,0,One year,77.23046016761242,0.0
68,1,113.15,0,0,1,1,1,1,1,Two year,477.43729684067654,4.219507705176107
48,0,24.0,0,0,1,0,0,0,0,Two year,92.90882426178939,0.0
26,1,84.95,1,0,0,1,0,0,0,Month-to-month,276.7753009049249,0.0
11,1,80.5,0,0,0,1,0,0,1,Month-to-month,193.03056946026885,0.0
1,1,19.3,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
27,0,19.15,0,1,0,0,0,0,0,One year,63.1152759839829,0.0
46,0,91.3,1,1,0,1,0,0,1,One year,349.55495949945436,0.0
1,1,49.65,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
46,1,54.35,0,0,1,0,0,1,0,Two year,208.08665989918234,3.828641396489095
25,0,19.15,0,0,0,0,0,0,1,Month-to-month,61.641472046226035,0.0
4,1,88.45,0,0,0,1,0,0,1,Month-to-month,122.61773624105433,0.0
13,0,19.75,0,0,1,0,0,0,0,Two year,50.65774980986535,0.0
31,0,75.5,0,1,0,0,1,1,1,One year,259.26603393862854,3.4339872044851463
23,0,83.75,0,0,0,1,0,0,1,Month-to-month,262.5976405840663,0.0
2,0,19.4,0,0,0,0,0,0,0,Month-to-month,13.447055302862937,0.0
65,0,26.5,0,0,1,0,0,0,0,Two year,110.62126265223438,0.0
22,1,90.5,1,0,0,1,0,1,1,Month-to-month,279.7393420289276,3.091042453358316
55,0,19.15,0,1,0,0,0,0,0,One year,76.74043049720181,0.0
9,1,94.85,0,0,0,1,0,1,1,Month-to-month,208.4067511603404,2.1972245773362196
7,1,69.95,0,0,0,1,0,0,1,Month-to-month,136.11641492641917,0.0
35,0,40.9,0,1,0,0,0,1,0,One year,145.413735714917,3.5553480614894135
6,0,80.25,0,0,1,0,1,1,1,Two year,143.7886974055514,1.791759469228055
